X,Y,OBJECTID,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_STATE,HQ_ZIP_CODE,COUNTY_NAME,STATE_NAME,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
-82.3426742,29.639952899999997,695,UF Health Shands Hospital (FKA Shands at the University of Florida),Short Term Acute Care Hospital,1600 Sw Archer Rd,Gainesville,FL,32608,Alachua,Florida,1014.0,742.0,170,170,0.83284467,272,29.0
-82.41157209999999,29.660304200000002,696,North Florida Regional Medical Center,Short Term Acute Care Hospital,6500 W Newberry Rd,Gainesville,FL,32605,Alachua,Florida,432.0,381.0,41,41,0.81459749,51,17.0
-85.665132,30.186569,697,Gulf Coast Regional Medical Center,Short Term Acute Care Hospital,449 W 23rd St,Panama City,FL,32405,Bay,Florida,223.0,223.0,20,20,0.80024439,0,8.0
-85.64862430000001,30.159664399999997,698,Ascension Sacred Heart Hospital Bay (AKA Bay Medical Sacred Heart),Short Term Acute Care Hospital,615 N Bonita Ave,Panama City,FL,32401,Bay,Florida,323.0,78.0,57,57,0.92785728,245,12.0
-80.674222,28.109221500000004,699,Melbourne Regional Medical Center (FKA Wuesthoff Medical Center - Melbourne),Short Term Acute Care Hospital,250 N Wickham Rd,Melbourne,FL,32935,Brevard,Florida,119.0,96.0,12,12,0.31606734,23,3.0
-80.824111,28.6307029,700,Parrish Medical Center (AKA Parrish Healthcare),Short Term Acute Care Hospital,951 N Washington Ave,Titusville,FL,32796,Brevard,Florida,210.0,210.0,8,8,0.33799088,0,6.0
-80.6143055,28.0881479,701,Holmes Regional Medical Center,Short Term Acute Care Hospital,1350 Hickory St,Melbourne,FL,32901,Brevard,Florida,550.0,514.0,64,64,0.74249774,36,21.0
-80.7227819,28.3353563,702,Rockledge Regional Medical Center (FKA Wuesthoff Medical Center - Rockledge),Short Term Acute Care Hospital,110 Longwood Ave,Rockledge,FL,32955,Brevard,Florida,298.0,274.0,31,31,0.38939106,24,6.0
-80.6230934,28.3600539,703,Cape Canaveral Hospital,Short Term Acute Care Hospital,701 W Cocoa Beach Cswy,Cocoa Beach,FL,32931,Brevard,Florida,150.0,150.0,12,12,0.49121459999999995,0,5.0
-80.2053767,26.1264969,704,Plantation General Hospital,Short Term Acute Care Hospital,401 NW 42nd Ave,Plantation,FL,33317,Broward,Florida,264.0,264.0,61,61,0.46946532,0,8.0
-80.259512,26.123542999999998,705,Westside Regional Medical Center,Short Term Acute Care Hospital,8201 W Broward Blvd,Plantation,FL,33324,Broward,Florida,250.0,250.0,32,32,0.70438677,0,10.0
-80.24554909999999,26.0296956,706,Memorial Hospital Pembroke,Short Term Acute Care Hospital,7800 Sheridan St,Pembroke Pines,FL,33024,Broward,Florida,301.0,301.0,24,24,0.28521368,0,2.0
-80.20294859999998,26.263101399999996,707,Northwest Medical Center,Short Term Acute Care Hospital,2801 N State Road 7,Margate,FL,33063,Broward,Florida,283.0,283.0,24,24,0.61684191,0,6.0
-80.11101490000001,26.2068048,708,Broward Health Imperial Point (FKA Imperial Point Medical Center),Short Term Acute Care Hospital,6401 N Federal Hwy,Fort Lauderdale,FL,33308,Broward,Florida,204.0,129.0,10,10,0.5436551,75,3.0
-80.2542607,26.2119682,709,University Hospital & Medical Center,Short Term Acute Care Hospital,7201 N University Dr,Tamarac,FL,33321,Broward,Florida,317.0,245.0,15,15,0.33190942,72,4.0
-80.1214753,26.2769286,710,Broward Health North (FKA North Broward Medical Center),Short Term Acute Care Hospital,201 E Sample Rd,Deerfield Beach,FL,33064,Broward,Florida,409.0,304.0,29,29,0.59140229,105,7.0
-80.1199314,26.1871437,711,Holy Cross Hospital,Short Term Acute Care Hospital,4725 N Federal Hwy,Fort Lauderdale,FL,33308,Broward,Florida,557.0,319.0,44,44,0.57770944,238,10.0
-80.1797209,26.0189172,712,Memorial Regional Hospital,Short Term Acute Care Hospital,3501 Johnson St,Hollywood,FL,33021,Broward,Florida,797.0,553.0,92,92,0.58019209,244,10.0
-80.14078,26.1022242,713,Broward Health Medical Center (FKA Broward General Medical Center),Short Term Acute Care Hospital,1600 S Andrews Ave,Fort Lauderdale,FL,33316,Broward,Florida,716.0,572.0,57,57,0.60778809,144,10.0
-80.3637631,26.0816004,714,Cleveland Clinic Florida,Short Term Acute Care Hospital,2950 Cleveland Clinic Blvd,Weston,FL,33331,Broward,Florida,206.0,230.0,48,48,0.76240617,-24,5.0
-80.3728387,25.990886800000002,715,Memorial Hospital Miramar,Short Term Acute Care Hospital,1901 Sw 172nd Ave,Miramar,FL,33029,Broward,Florida,178.0,178.0,18,18,0.45896569,0,2.0
-80.25571090000001,26.2684092,716,Broward Health Coral Springs (FKA Coral Springs Medical Center),Short Term Acute Care Hospital,3000 Coral Hills Dr,Coral Springs,FL,33065,Broward,Florida,250.0,196.0,16,16,0.51249999,54,4.0
-80.30967640000001,26.014047,717,Memorial Hospital West,Short Term Acute Care Hospital,703 N Flamingo Rd,Pembroke Pines,FL,33028,Broward,Florida,486.0,486.0,32,32,0.56746536,0,5.0
-82.0400582,26.9406218,718,Bayfront Health - Punta Gorda (FKA Charlotte Regional Medical Center),Short Term Acute Care Hospital,809 E Marion Ave,Punta Gorda,FL,33950,Charlotte,Florida,208.0,136.0,10,10,0.35022159999999997,72,4.0
-82.0957183,26.9890286,719,Bayfront Health - Port Charlotte (FKA Peace River Regional Medical Center),Short Term Acute Care Hospital,2500 Harbor Blvd,Port Charlotte,FL,33952,Charlotte,Florida,254.0,254.0,22,22,0.52049398,0,6.0
-82.0988521,26.9888809,720,Fawcett Memorial Hospital,Short Term Acute Care Hospital,21298 Olean Blvd,Port Charlotte,FL,33952,Charlotte,Florida,253.0,233.0,19,19,0.69597852,20,9.0
-82.6245394,28.9520683,721,Bayfront Health - Seven Rivers (FKA Seven Rivers Regional Medical Center),Short Term Acute Care Hospital,6201 N Suncoast Blvd,Crystal River,FL,34428,Citrus,Florida,128.0,128.0,16,16,0.53630137,0,5.0
-82.3358636,28.8338994,722,Citrus Memorial Hospital,Short Term Acute Care Hospital,502 W Highland Blvd,Inverness,FL,34452,Citrus,Florida,204.0,204.0,24,24,0.64182109,0,9.0
-81.7376226,30.165964399999996,723,Orange Park Medical Center,Short Term Acute Care Hospital,2001 Kingsley Ave,Orange Park,FL,32073,Clay,Florida,317.0,273.0,28,28,0.78899091,44,14.0
-81.7320293,26.213958899999998,724,Physicians Regional Medical Center - Pine Ridge,Short Term Acute Care Hospital,6101 Pine Ridge Rd,Naples,FL,34119,Collier,Florida,105.0,101.0,24,24,0.70586795,4,6.0
-82.68634780000001,30.1839838,725,Lake City Medical Center,Short Term Acute Care Hospital,340 NW Commerce Dr,Lake City,FL,32055,Columbia,Florida,91.0,91.0,18,18,0.69607103,0,4.0
-81.8502968,27.226838899999997,726,Desoto Memorial Hospital,Short Term Acute Care Hospital,900 N Robert Ave,Arcadia,FL,34266,DeSoto,Florida,49.0,49.0,8,8,0.17360917,0,2.0
-81.6011644,30.2878473,727,Memorial Hospital Jacksonville,Short Term Acute Care Hospital,3625 University Blvd S,Jacksonville,FL,32216,Duval,Florida,454.0,377.0,51,51,0.73634678,77,13.0
-81.4414608,30.262791600000003,728,Mayo Clinic Hospital - Florida,Short Term Acute Care Hospital,4500 San Pablo Rd,Jacksonville,FL,32224,Duval,Florida,304.0,304.0,54,54,0.76716286,0,15.0
-81.39816309999999,30.273534899999998,729,Baptist Medical Center Beaches,Short Term Acute Care Hospital,1350 13th Ave S,Jacksonville Beach,FL,32250,Duval,Florida,146.0,135.0,24,24,0.54841197,11,5.0
-81.66413940000001,30.348622,730,UF Health Jacksonville,Short Term Acute Care Hospital,655 W 8th St,Jacksonville,FL,32209,Duval,Florida,603.0,533.0,80,80,0.75903261,70,16.0
-81.689871,30.307202,731,Ascension St Vincents Riverside Hospital,Short Term Acute Care Hospital,1 Shircliff Way,Jacksonville,FL,32204,Duval,Florida,528.0,479.0,37,37,0.55439126,49,12.0
-81.5826747,30.2537775,732,Ascension St Vincents Southside Hospital,Short Term Acute Care Hospital,4201 Belfort Rd,Jacksonville,FL,32216,Duval,Florida,313.0,260.0,17,17,0.35816076,53,4.0
-87.2115152,30.476728,733,Ascension Sacred Heart Hospital Pensacola,Short Term Acute Care Hospital,5151 N 9th Ave,Pensacola,FL,32504,Escambia,Florida,566.0,561.0,34,34,0.5873782,5,17.0
-87.23127530000001,30.4294815,734,Baptist Hospital,Short Term Acute Care Hospital,1000 W Moreno St,Pensacola,FL,32501,Escambia,Florida,492.0,266.0,37,37,0.74189925,226,7.0
-87.2180204,30.5158357,735,West Florida Hospital (AKA West Florida Healthcare),Short Term Acute Care Hospital,8383 N Davis Hwy,Pensacola,FL,32514,Escambia,Florida,515.0,356.0,26,26,0.64370477,159,11.0
-81.1894316,29.4791799,736,AdventHealth Palm Coast (FKA Florida Hospital Flagler),Short Term Acute Care Hospital,60 Memorial Medical Pkwy,Palm Coast,FL,32164,Flagler,Florida,99.0,99.0,18,18,0.92685759,0,3.0
-84.8414208,30.706320399999996,737,Florida State Hospital,Short Term Acute Care Hospital,100 N Main St,Chattahoochee,FL,32324,Gadsden,Florida,949.0,24.0,4,4,0.19703196,925,0.0
-81.8072774,27.539421299999997,738,AdventHealth Wauchula (FKA Florida Hospital Wauchula),Critical Access Hospital,735 S 5th Ave,Wauchula,FL,33873,Hardee,Florida,25.0,25.0,4,4,0.94174862,0,1.0
-80.9414508,26.7533275,739,Hendry Regional Medical Center,Critical Access Hospital,524 W Sagamore Ave,Clewiston,FL,33440,Hendry,Florida,25.0,25.0,3,3,0.12515068,0,2.0
-82.53498979999999,28.5366554,740,Oak Hill Hospital,Short Term Acute Care Hospital,11375 Cortez Blvd,Brooksville,FL,34613,Hernando,Florida,350.0,280.0,24,24,0.81274396,70,10.0
-82.4430386,28.5385,741,Bayfront Health - Brooksville (FKA Brooksville Regional Hospital),Short Term Acute Care Hospital,17240 Cortez Blvd,Brooksville,FL,34601,Hernando,Florida,120.0,120.0,20,20,0.4376151,0,4.0
-81.4329631,27.4656135,742,Highlands Regional Medical Center,Short Term Acute Care Hospital,3600 S Highlands Ave,Sebring,FL,33870,Highlands,Florida,126.0,110.0,16,16,0.30849314,16,4.0
-81.439625,27.500009000000002,743,AdventHealth Sebring (FKA Florida Hospital Heartland Medical Center),Short Term Acute Care Hospital,4200 Sun N Lake Blvd,Sebring,FL,33871,Highlands,Florida,147.0,180.0,22,22,0.65751904,-33,4.0
-82.45918470000001,27.938126899999997,744,Tampa General Hospital (AKA Florida Health Sciences Center),Short Term Acute Care Hospital,1 Tampa General Cir,Tampa,FL,33606,Hillsborough,Florida,1006.0,898.0,101,101,0.81763434,108,36.0
-82.13818909999999,28.0156782,745,South Florida Baptist Hospital,Short Term Acute Care Hospital,301 N Alexander St,Plant City,FL,33563,Hillsborough,Florida,147.0,136.0,25,25,0.47415391,11,3.0
-82.2873855,27.932747600000003,746,Brandon Regional Hospital,Short Term Acute Care Hospital,119 Oakfield Dr,Brandon,FL,33511,Hillsborough,Florida,422.0,393.0,54,54,0.6396668000000001,29,10.0
-82.4223304,28.069859700000002,747,AdventHealth Tampa (FKA Florida Hospital Tampa),Short Term Acute Care Hospital,3100 E Fletcher Ave,Tampa,FL,33613,Hillsborough,Florida,536.0,506.0,58,58,0.60961068,30,8.0
-82.4893993,27.937898200000003,748,Memorial Hospital of Tampa (FKA IASIS Memorial Hospital of Tampa),Short Term Acute Care Hospital,2901 W Swann Ave,Tampa,FL,33609,Hillsborough,Florida,183.0,312.0,12,12,0.22716895,-129,3.0
-82.4890931,27.9814807,749,St Josephs Hospital,Short Term Acute Care Hospital,3001 W Dr Martin Luther King Jr Blvd,Tampa,FL,33607,Hillsborough,Florida,807.0,527.0,106,106,0.64321905,280,18.0
-82.5041225,28.013460700000003,750,AdventHealth Carrollwood (FKA Florida Hospital Carrollwood),Short Term Acute Care Hospital,7171 N Dale Mabry Hwy,Tampa,FL,33614,Hillsborough,Florida,103.0,103.0,8,8,0.61056346,0,2.0
-82.574123,28.0026904,751,Tampa Community Hospital (FKA Town & Country Hospital),Short Term Acute Care Hospital,6001 Webb Rd,Tampa,FL,33615,Hillsborough,Florida,201.0,182.0,11,11,0.22490536,19,2.0
-82.36528220000001,27.7136892,752,South Bay Hospital,Short Term Acute Care Hospital,4016 Sun City Center Blvd,Sun City Center,FL,33573,Hillsborough,Florida,138.0,138.0,12,12,0.48788962,0,3.0
-82.42120809999999,28.0656462,753,Moffitt Cancer Center (AKA H Lee Moffitt Cancer Center & Research Institute),Short Term Acute Care Hospital,12902 USF Magnolia Dr,Tampa,FL,33612,Hillsborough,Florida,218.0,206.0,30,30,0.80187523,12,3.0
-82.42865,28.063691499999997,754,James A Haley Veterans Hospital,VA Hospital,13000 Bruce B Downs Blvd,Tampa,FL,33612,Hillsborough,Florida,415.0,415.0,2,2,,0,2.0
-85.683262,30.760816,755,Doctors Memorial Hospital,Critical Access Hospital,2600 Hospital Dr,Bonifay,FL,32425,Holmes,Florida,20.0,20.0,3,3,0.45698631,0,2.0
-80.39376429999999,27.658355699999998,756,Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center),Short Term Acute Care Hospital,1000 36th St,Vero Beach,FL,32960,Indian River,Florida,332.0,310.0,24,24,0.48579761,22,7.0
-80.4888753,27.8435297,757,Sebastian River Medical Center,Short Term Acute Care Hospital,13695 Us Highway 1,Sebastian,FL,32958,Indian River,Florida,154.0,121.0,16,16,0.44811502,33,4.0
-85.24189100000001,30.786751000000002,758,Jackson Hospital,Short Term Acute Care Hospital,4250 Hospital Dr,Marianna,FL,32446,Jackson,Florida,100.0,66.0,7,7,0.52569532,34,3.0
-81.9582652,28.950209,759,UF Health the Villages Hospital (FKA the Villages Regional Hospital),Short Term Acute Care Hospital,1451 El Camino Real,The Villages,FL,32159,Sumter,Florida,307.0,277.0,56,56,0.58347261,30,8.0
-81.8683185,28.808094800000003,760,UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center),Short Term Acute Care Hospital,600 E Dixie Ave,Leesburg,FL,34748,Lake,Florida,332.0,308.0,46,46,0.59330189,24,7.0
-81.714703,28.823794,761,AdventHealth Waterman (FKA Florida Hospital Waterman),Short Term Acute Care Hospital,1000 Waterman Way,Tavares,FL,32778,Lake,Florida,303.0,269.0,47,47,0.59308445,34,6.0
-81.72143259999999,28.5521875,762,Orlando Health South Lake Hospital,Short Term Acute Care Hospital,1900 Don Wickham Dr,Clermont,FL,34711,Lake,Florida,170.0,140.0,16,16,0.87238747,30,6.0
-81.65948279999999,26.615871600000002,763,Lehigh Regional Medical Center,Short Term Acute Care Hospital,1500 Lee Blvd,Lehigh Acres,FL,33936,Lee,Florida,88.0,78.0,8,8,0.35862312,10,4.0
-81.8740805,26.628409299999998,764,Lee Memorial Hospital,Short Term Acute Care Hospital,2776 Cleveland Ave,Fort Myers,FL,33901,Lee,Florida,414.0,355.0,75,75,0.71094799,59,40.0
-81.8504,26.5441,765,Gulf Coast Medical Center,Short Term Acute Care Hospital,13681 Doctors Way,Fort Myers,FL,33912,Lee,Florida,647.0,356.0,36,36,0.76579189,291,23.0
-81.94324499999999,26.639437899999997,766,Cape Coral Hospital,Short Term Acute Care Hospital,636 Del Prado Blvd,Cape Coral,FL,33990,Lee,Florida,291.0,291.0,22,22,0.647771,0,21.0
-84.231996,30.4759907,767,Capital Regional Medical Center,Short Term Acute Care Hospital,2626 Capital Medical Blvd,Tallahassee,FL,32308,Leon,Florida,266.0,266.0,20,20,0.67118138,0,7.0
-84.2616255,30.4564874,768,Tallahassee Memorial HealthCare,Short Term Acute Care Hospital,1300 Miccosukee Rd,Tallahassee,FL,32308,Leon,Florida,772.0,386.0,30,30,0.91878062,386,25.0
-82.62386529999999,27.482857300000003,769,Blake Medical Center,Short Term Acute Care Hospital,2020 59th St W,Bradenton,FL,34209,Manatee,Florida,383.0,355.0,43,43,0.5793528,28,8.0
-82.56222700000001,27.4973268,770,Manatee Memorial Hospital,Short Term Acute Care Hospital,206 2nd St E,Bradenton,FL,34208,Manatee,Florida,295.0,295.0,35,35,0.75734389,0,8.0
-82.435731,27.390913,771,Lakewood Ranch Medical Center,Short Term Acute Care Hospital,8330 Lakewood Ranch Blvd,Bradenton,FL,34202,Manatee,Florida,120.0,120.0,20,20,0.55892694,0,5.0
-82.13890009999999,29.1751787,772,AdventHealth Ocala (FKA Florida Hospital Ocala),Short Term Acute Care Hospital,1500 Sw 1st Ave,Ocala,FL,34471,Marion,Florida,425.0,425.0,44,44,0.50583816,0,10.0
-82.13685229999999,29.1755041,773,Ocala Regional Medical Center,Short Term Acute Care Hospital,1431 SW 1st Ave,Ocala,FL,34471,Marion,Florida,256.0,200.0,66,66,0.87313598,56,16.0
-80.24354709999999,27.198970799999998,774,Cleveland Clinic Martin North Hospital (FKA Martin Medical Center),Short Term Acute Care Hospital,200 Se Hospital Ave,Stuart,FL,34994,Martin,Florida,244.0,244.0,66,66,0.60936552,0,17.0
-80.14140040000001,25.812958300000002,775,Mount Sinai Medical Center (FL),Short Term Acute Care Hospital,4300 Alton Rd,Miami Beach,FL,33140,Miami-Dade,Florida,672.0,481.0,72,72,0.60677242,191,16.0
-80.3125,25.8675,776,Larkin Community Hospital - Palm Springs Campus (FKA Palm Springs General Hospital),Short Term Acute Care Hospital,1475 W 49th Pl,Hialeah,FL,33012,Miami-Dade,Florida,247.0,119.0,14,14,0.40694857,128,4.0
-80.214148,25.860064,777,North Shore Medical Center,Short Term Acute Care Hospital,1100 Nw 95th St,Miami,FL,33150,Miami-Dade,Florida,337.0,305.0,58,58,0.3849425,32,14.0
-80.21322090000001,25.7923698,778,Jackson Memorial Hospital,Short Term Acute Care Hospital,1611 Nw 12th Ave,Miami,FL,33136,Miami-Dade,Florida,1493.0,1622.0,91,91,0.60090029,-129,24.0
-80.34041450000001,25.683148899999996,779,Baptist Hospital,Short Term Acute Care Hospital,8900 N Kendall Dr,Miami,FL,33176,Miami-Dade,Florida,728.0,705.0,40,40,0.72941613,23,20.0
-80.2684589,25.845682699999998,780,Hialeah Hospital,Short Term Acute Care Hospital,651 E 25th St,Hialeah,FL,33013,Miami-Dade,Florida,366.0,362.0,21,21,0.36901537,4,9.0
-80.2144847,25.7883837,781,Sylvester Comprehensive Cancer Center,Short Term Acute Care Hospital,1475 Nw 12th Ave,Miami,FL,33136,Miami-Dade,Florida,40.0,524.0,47,47,0.57945204,-484,8.0
-80.3861403,25.7309346,782,Kendall Regional Medical Center,Short Term Acute Care Hospital,11750 SW 40th St,Miami,FL,33175,Miami-Dade,Florida,417.0,394.0,52,52,0.6977331,23,15.0
-80.2931475,25.7055392,783,Larkin Community Hospital - South Miami Campus,Short Term Acute Care Hospital,7031 Sw 62nd Ave,South Miami,FL,33143,Miami-Dade,Florida,146.0,118.0,8,8,0.5855816,28,2.0
-80.2547399,25.7434206,784,Coral Gables Hospital,Short Term Acute Care Hospital,3100 S Douglas Rd,Coral Gables,FL,33134,Miami-Dade,Florida,245.0,245.0,16,16,0.32847637,0,6.0
-80.3264392,25.885711699999998,785,Palmetto General Hospital,Short Term Acute Care Hospital,2001 W 68th St,Hialeah,FL,33016,Miami-Dade,Florida,368.0,368.0,57,57,0.58554941,0,14.0
-80.4304752,25.479226899999997,786,Homestead Hospital,Short Term Acute Care Hospital,975 Baptist Way,Homestead,FL,33033,Miami-Dade,Florida,147.0,147.0,16,16,0.56073105,0,5.0
-80.29379780000001,25.7035049,787,South Miami Hospital,Short Term Acute Care Hospital,6200 Sw 73rd St,Miami,FL,33143,Miami-Dade,Florida,436.0,436.0,28,28,0.44535002,0,12.0
-80.1453802,25.9699776,788,Aventura Hospital and Medical Center,Short Term Acute Care Hospital,20900 Biscayne Blvd,Aventura,FL,33180,Miami-Dade,Florida,407.0,351.0,77,77,0.78764391,56,12.0
-80.2742209,25.724293799999998,789,Doctors Hospital,Short Term Acute Care Hospital,5000 University Dr,Coral Gables,FL,33146,Miami-Dade,Florida,281.0,281.0,12,12,0.23751767,0,4.0
-80.21629240000001,25.7914998,790,Miami VA Healthcare System - Bruce W Carter VA Medical Center,VA Hospital,1201 Nw 16th St,Miami,FL,33125,Miami-Dade,Florida,372.0,372.0,1,1,,0,2.0
-80.3176547,25.747314000000003,791,Westchester General Hospital,Short Term Acute Care Hospital,2500 Sw 75th Ave,Miami,FL,33155,Miami-Dade,Florida,125.0,125.0,8,8,0.38043052,0,2.0
-80.1924317,25.8228678,792,Douglas Gardens Hospital (AKA Miami Jewish Health Systems),Short Term Acute Care Hospital,5200 Ne 2nd Ave,Miami,FL,33137,Miami-Dade,Florida,32.0,32.0,6,6,0.12559931,0,0.0
-81.74255059999999,24.5808668,793,Lower Keys Medical Center,Short Term Acute Care Hospital,5900 College Rd,Key West,FL,33040,Monroe,Florida,118.0,99.0,9,9,0.23176976,19,2.0
-80.52203459999998,25.0059575,794,Mariners Hospital,Critical Access Hospital,91500 Overseas Hwy,Tavernier,FL,33070,Monroe,Florida,25.0,25.0,4,4,0.15802739999999998,0,2.0
-81.0947267,24.7102005,795,Fishermens Community Hospital,Critical Access Hospital,3301 Overseas Hwy,Marathon,FL,33050,Monroe,Florida,4.0,5.0,1,1,0.017534247,-1,2.0
-81.4485844,30.653144300000005,796,Baptist Medical Center Nassau,Short Term Acute Care Hospital,1250 S 18th St,Fernandina Beach,FL,32034,Nassau,Florida,62.0,54.0,9,9,0.55428714,8,3.0
-86.56231190000001,30.7354381,797,North Okaloosa Medical Center,Short Term Acute Care Hospital,151 E Redstone Ave,Crestview,FL,32539,Okaloosa,Florida,110.0,110.0,20,20,0.46910083,0,4.0
-86.6335332,30.4545977,798,Fort Walton Beach Medical Center,Short Term Acute Care Hospital,1000 Mar Walt Dr,Fort Walton Beach,FL,32547,Okaloosa,Florida,237.0,189.0,23,23,0.85844749,48,9.0
-86.49558459999999,30.5335439,799,Twin Cities Hospital,Short Term Acute Care Hospital,2190 Highway 85 N,Niceville,FL,32578,Okaloosa,Florida,65.0,65.0,8,8,0.35839832,0,2.0
-80.8284891,27.259774,800,Raulerson Hospital,Short Term Acute Care Hospital,1796 US Highway 441 N,Okeechobee,FL,34972,Okeechobee,Florida,100.0,100.0,8,8,0.47471234,0,3.0
-81.3776052,28.526524699999996,801,Orlando Health Orlando Regional Medical Center,Short Term Acute Care Hospital,52 W Underwood St,Orlando,FL,32806,Orange,Florida,898.0,808.0,71,71,0.74880534,90,21.0
-81.3695415,28.574469899999997,802,AdventHealth Orlando (FKA Florida Hospital Orlando),Short Term Acute Care Hospital,601 E Rollins St,Orlando,FL,32803,Orange,Florida,1364.0,2247.0,221,221,0.65472943,-883,30.0
-81.52765759999998,28.549836100000004,803,Orlando Health - Health Central Hospital,Short Term Acute Care Hospital,10000 W Colonial Dr,Ocoee,FL,34761,Orange,Florida,216.0,211.0,14,14,0.72792315,5,4.0
-81.40973249999999,28.2996231,804,Osceola Regional Medical Center,Short Term Acute Care Hospital,700 W Oak St,Kissimmee,FL,34741,Osceola,Florida,404.0,345.0,52,52,0.82553262,59,9.0
-81.302787,28.243114000000002,805,Orlando Health St Cloud Hospital (FKA St Cloud Regional Medical Center),Short Term Acute Care Hospital,2906 17th St,Saint Cloud,FL,34769,Osceola,Florida,84.0,84.0,8,8,0.51852578,0,3.0
-80.1276797,26.4370058,806,Delray Medical Center,Short Term Acute Care Hospital,5352 Linton Blvd,Delray Beach,FL,33484,Palm Beach,Florida,536.0,339.0,52,52,0.72509676,197,16.0
-80.10567979999999,26.8269597,807,West Palm Beach VA Medical Center,VA Hospital,7305 N Military Trl,West Palm Beach,FL,33410,Palm Beach,Florida,254.0,254.0,2,2,,0,2.0
-80.0521826,26.7248892,808,Good Samaritan Medical Center,Short Term Acute Care Hospital,1309 N Flagler Dr,West Palm Beach,FL,33401,Palm Beach,Florida,333.0,333.0,22,22,0.37287423,0,6.0
-80.062508,26.7558058,809,St Marys Medical Center,Short Term Acute Care Hospital,901 45th St,West Palm Beach,FL,33407,Palm Beach,Florida,460.0,370.0,26,26,0.60432434,90,9.0
-80.20504059999999,26.652301399999995,810,Wellington Regional Medical Center,Short Term Acute Care Hospital,10101 Forest Hill Blvd,Wellington,FL,33414,Palm Beach,Florida,235.0,233.0,16,16,0.63902324,2,7.0
-80.2032,26.3545,811,West Boca Medical Center,Short Term Acute Care Hospital,21644 State Road 7,Boca Raton,FL,33428,Palm Beach,Florida,195.0,194.0,16,16,0.52622509,1,4.0
-80.2520355,26.684219399999996,812,Palms West Hospital,Short Term Acute Care Hospital,13001 Southern Blvd,Loxahatchee,FL,33470,Palm Beach,Florida,204.0,204.0,18,18,0.70795059,0,4.0
-80.67127099999999,26.7241903,813,Lakeside Medical Center,Short Term Acute Care Hospital,39200 Hooker Hwy,Belle Glade,FL,33430,Palm Beach,Florida,70.0,54.0,6,6,0.25520042,16,2.0
-80.10220129999999,26.3585783,814,Boca Raton Regional Hospital,Short Term Acute Care Hospital,800 Meadows Rd,Boca Raton,FL,33486,Palm Beach,Florida,400.0,370.0,41,41,0.6334765,30,15.0
-80.08684090000001,26.829456699999998,815,Palm Beach Gardens Medical Center,Short Term Acute Care Hospital,3360 Burns Rd,Palm Beach Gardens,FL,33410,Palm Beach,Florida,199.0,199.0,44,44,0.68636334,0,6.0
-80.0964668,26.9225859,816,Jupiter Medical Center,Short Term Acute Care Hospital,1210 S Old Dixie Hwy,Jupiter,FL,33458,Palm Beach,Florida,242.0,207.0,17,17,0.6336841,35,4.0
-80.0876123,26.7619368,817,JFK Medical Center North Campus (FKA West Palm Hospital),Short Term Acute Care Hospital,2201 45th St,West Palm Beach,FL,33407,Palm Beach,Florida,245.0,168.0,20,20,0.38714287,77,3.0
-80.0697661,26.504619599999998,818,Bethesda Hospital East (FKA Bethesda Memorial Hospital),Short Term Acute Care Hospital,2815 S Seacrest Blvd,Boynton Beach,FL,33435,Palm Beach,Florida,401.0,431.0,40,40,0.59276068,-30,14.0
-80.0915388,26.5986046,819,JFK Medical Center,Short Term Acute Care Hospital,5301 S Congress Ave,Atlantis,FL,33462,Palm Beach,Florida,558.0,486.0,72,72,0.63107806,72,16.0
-82.18801490000001,28.26093,820,AdventHealth Zephyrhills (FKA Florida Hospital Zephyrhills),Short Term Acute Care Hospital,7050 Gall Blvd,Zephyrhills,FL,33541,Pasco,Florida,149.0,149.0,14,14,0.64447916,0,3.0
-82.714474,28.254315000000002,821,Morton Plant North Bay Hospital,Short Term Acute Care Hospital,6600 Madison St,New Port Richey,FL,34652,Pasco,Florida,150.0,192.0,22,22,0.76924944,-42,4.0
-82.65982729999999,28.203796999999998,822,Medical Center of Trinity (FKA Community Hospital),Short Term Acute Care Hospital,9330 State Road 54,Trinity,FL,34655,Pasco,Florida,278.0,245.0,34,34,0.67035842,33,6.0
-82.20135079999999,28.3478994,823,AdventHealth Dade City (FKA Florida Hospital Dade City),Short Term Acute Care Hospital,13100 Fort King Rd,Dade City,FL,33525,Pasco,Florida,120.0,75.0,12,12,0.1947259,45,2.0
-82.6881834,28.361250300000002,824,Regional Medical Center Bayonet Point,Short Term Acute Care Hospital,14000 Fivay Rd,Hudson,FL,34667,Pasco,Florida,290.0,290.0,20,20,0.7432071,0,9.0
-82.7075938,28.0380294,825,Mease Countryside Hospital,Short Term Acute Care Hospital,3231 Mcmullen Booth Rd,Safety Harbor,FL,34695,Pinellas,Florida,311.0,299.0,26,26,0.66179502,12,7.0
-82.702445,27.8253407,826,Northside Hospital,Short Term Acute Care Hospital,6000 49th St N,St Petersburg,FL,33709,Pinellas,Florida,288.0,221.0,32,32,0.58842123,67,10.0
